PRMS_segid,comid_down,comid_seg,comid_cat
168_1,2743218,2743218;2743220;2743224;2743232;2743240;2743248;2743256;2743270;2743284;2743312;2743320;2743332;2743340;2743346;2743350;2743352,2742566;2742570;2742588;2742592;2742598;2742602;2742604;2742608;2742610;2742612;2742626;2742632;2742634;2742636;2742642;2742652;2742662;2742670;2742680;2742690;2742692;2742700;2742702;2742708;2742710;2742712;2742714;2742716;2742720;2742730;2742732;2742738;2742742;2742744;2742748;2742750;2742754;2742756;2742762;2742764;2742766;2742772;2742774;2742776;2742780;2742784;2742786;2742790;2742792;2742796;2742802;2742804;2742810;2742820;2742834;2742836;2742838;2742854;2742862;2742866;2742868;2743086;2743112;2743210;2743216;2743218;2743220;2743222;2743224;2743226;2743228;2743230;2743232;2743234;2743236;2743238;2743240;2743242;2743244;2743246;2743248;2743250;2743252;2743256;2743258;2743260;2743262;2743264;2743266;2743268;2743270;2743272;2743274;2743276;2743278;2743280;2743282;2743284;2743286;2743288;2743292;2743294;2743296;2743302;2743306;2743308;2743310;2743312;2743314;2743318;2743320;2743322;2743324;2743326;2743328;2743332;2743338;2743340;2743342;2743344;2743346;2743350;2743352;2743406;2743410;2743414;2743424;2743426;2743428;2743430;2743432;2743434;2743436;2743440;2743442;2743446;2743450;2743456;2743466;2744676;24944087;24944091;24944107;166178303;166178304;932040088;932040089;932040090;932040091;932040092;932040141;932040142;932040216;932040218
17_1,1750361,1748623;1748629;1748635;1748637;1748643;1748733;1750341;1750343;1750345;1750351;1750355;1750359;1750361,1748613;1748621;1748623;1748627;1748629;1748633;1748635;1748637;1748639;1748641;1748643;1748733;1748735;1748761;1748783;1750339;1750341;1750343;1750345;1750347;1750349;1750351;1750353;1750355;1750357;1750359;1750361;1750369;1750665;1750719;1750727
18_1,1750385,1750373;1750377;1750379;1750385,1748645;1748647;1748785;1750363;1750371;1750373;1750375;1750377;1750379;1750381;1750385;1750395;1750411;1750621;1750625;1750669;1750681;1750721;1750723
19_1,1750423,1750389;1750423;1750579;1750623;1750629;1750631;1750725,1748649;1750383;1750389;1750391;1750409;1750423;1750579;1750623;1750627;1750629;1750631;1750685;1750687;1750725;1750729
2_1,1748567,1748557;1748559;1748567;1748715;1748739;1748741,1748551;1748557;1748559;1748567;1748715;1748717;1748739;1748741
20_1,1750427,1750427;1750429;1750437;1750439;1750441;1750459;1750461,1750427;1750429;1750437;1750439;1750441;1750451;1750459;1750461;1750475;1750477;1750483;1750485;1750501;1750587;1750589;1750679;1750683;1750705;1750709
200_1,4146586,4146586,4146586
201_1,4147366,4147366,4146592;4147360;4147366
202_1,4147394,4147386;4147388;4147392;4147394,4147384;4147386;4147388;4147390;4147392;4147394
203_1,4147396,4147376;4147380;4147396,4146594;4146596;4147370;4147376;4147378;4147380;4147382;4147396
204_1,4147432,4147410;4147432;4148030;4148038;4148040;4148042;166754161;166754162,4147408;4147410;4147432;4147952;4147954;4148030;4148032;4148034;4148038;4148040;4148042;4148346;24870613;166754161;166754162
205_1,4147458,4147442;4147458,4147414;4147424;4147426;4147430;4147440;4147442;4147458;4147960;4148348;4148352
206_1,4147566,4147428;4147436;4147498;4147502;4147512;4147554;4147566;4147964;4147978;4147982;4148048;4148082;4148092;4148354,4147412;4147416;4147418;4147420;4147422;4147428;4147434;4147436;4147438;4147444;4147448;4147450;4147454;4147460;4147470;4147476;4147482;4147484;4147488;4147490;4147496;4147498;4147500;4147502;4147504;4147508;4147512;4147514;4147518;4147526;4147528;4147530;4147552;4147554;4147566;4147962;4147964;4147966;4147968;4147970;4147972;4147974;4147978;4147980;4147982;4148044;4148046;4148048;4148052;4148058;4148060;4148062;4148064;4148066;4148068;4148070;4148072;4148074;4148076;4148080;4148082;4148090;4148092;4148102;4148350;4148354;4148356;4148362;4148368;4148370;4148372;4148376;4148378;4148382
207_1,4147634,4147472;4147480;4147634;4147976;4147984;4147988,4147446;4147452;4147456;4147462;4147464;4147466;4147472;4147474;4147478;4147480;4147486;4147492;4147494;4147510;4147516;4147524;4147544;4147546;4147550;4147556;4147564;4147570;4147574;4147586;4147592;4147608;4147610;4147616;4147622;4147634;4147636;4147976;4147984;4147988;4148050;4148054;4148056;4148078;4148084;4148086;4148094;4148096;4148098;4148100;4148106;4148108;4148110;4148116;4148120;4148122;4148126;4148358;4148360;4148364;4148366;4148374;4148384;4148390;4148404;4148408;4158258
208_1,4147946,4146590;4147946;4148498,4146590;4147946;4148498
209_1,4147948,4146588;4147358;4147364;4147948;4148494;4148496,4146588;4147358;4147362;4147364;4147948;4148494;4148496
21_1,1750471,1750397;1750407;1750419;1750431;1750449;1750453;1750457;1750463;1750469;1750471;1750599;1750613,1750393;1750397;1750401;1750405;1750407;1750413;1750415;1750419;1750421;1750431;1750433;1750435;1750443;1750449;1750453;1750455;1750457;1750463;1750465;1750467;1750469;1750471;1750479;1750581;1750583;1750591;1750593;1750595;1750597;1750599;1750613;1750617;1750619;1750663;1750667;1750675;1750677;1750689;1750691;1750695;24943959;24943961
210_1,4147950,4147374;4147950,4147368;4147372;4147374;4147950
211_1,4147956,4147398;4147400;4147956,4147398;4147400;4147402;4147956
212_1,4149932,4147694;4147740;4147784;4147800;4147998;4148018;4148228;4148234;4148406;4149932;24870593;24870599;24870603;24870605,4147620;4147682;4147694;4147740;4147742;4147784;4147800;4147808;4147892;4147894;4147990;4147998;4148004;4148006;4148016;4148018;4148112;4148114;4148156;4148228;4148234;4148398;4148406;4148410;4149932;4149940;4151838;24870593;24870595;24870597;24870599;24870601;24870603;24870605
2123_1,9480708,9480700;9480702;9480708;9480760;9480786;9480804;9480842;9480862;9480898;9481702;9481968;9481978;9481980;9481992;9482008;9482010;9482020;9482034;9482036;9482046;9482048,9480700;9480702;9480708;9480748;9480760;9480786;9480804;9480842;9480862;9480868;9480898;9481674;9481682;9481690;9481702;9481968;9481978;9481980;9481992;9482002;9482006;9482008;9482010;9482014;9482020;9482034;9482036;9482046;9482048
2124_1,9480994,9480970;9480990;9480994,9480968;9480970;9480972;9480990;9480994
2125_1,9481056,9480984;9481002;9481012;9481056;9482170;9482228;9482230,9480962;9480984;9480996;9481002;9481006;9481008;9481010;9481012;9481014;9481016;9481054;9481056;9481058;9481062;9481064;9481066;9481068;9481078;9481084;9481732;9481738;9481740;9482122;9482124;9482140;9482142;9482150;9482168;9482170;9482218;9482220;9482226;9482228;9482230;9482232;9482234;9482238;9482242;9482248;9482548;9482550;24946874;932040320
2126_1,9481686,9481618;9481620;9481634;9481686,9481616;9481618;9481620;9481624;9481632;9481634;9481686
2127_1,9481750,9480528;9480894;9481630;9481636;9481648;9481656;9481714;9481730;9481750;9481896;9481900;9481998;9482012,9480526;9480528;9480588;9480666;9480894;9480922;9481628;9481630;9481636;9481646;9481648;9481656;9481660;9481668;9481670;9481676;9481698;9481710;9481714;9481724;9481730;9481750;9481894;9481896;9481900;9481902;9481904;9481924;9481944;9481998;9482000;9482012;9482516;9482600
2128_1,9481756,9481726;9481756;9481926,9481726;9481756;9481926
2129_1,9482016,9480622;9480626;9480644;9480658;9480660;9480690;9481942;9481950;9481952;9481956;9481960;9481966;9481970;9481974;9481976;9481982;9481984;9481994;9482016,9480468;9480476;9480494;9480500;9480502;9480512;9480516;9480520;9480530;9480540;9480542;9480550;9480552;9480554;9480564;9480566;9480568;9480570;9480574;9480576;9480578;9480582;9480590;9480592;9480596;9480604;9480606;9480612;9480614;9480616;9480618;9480620;9480622;9480626;9480638;9480640;9480644;9480658;9480660;9480662;9480690;9480694;9480722;9480740;9480752;9480794;9480854;9481586;9481588;9481592;9481602;9481604;9481610;9481612;9481622;9481626;9481642;9481644;9481650;9481678;9481906;9481908;9481910;9481912;9481914;9481918;9481920;9481922;9481928;9481930;9481932;9481934;9481936;9481938;9481940;9481942;9481946;9481948;9481950;9481952;9481956;9481958;9481960;9481962;9481964;9481966;9481970;9481972;9481974;9481976;9481982;9481984;9481986;9481988;9481994;9481996;9482016;9482022;9482024;9482026;9482512;9482518;9482520;9482524;9482526;9482528;9482530;9482534;9482536
213_1,4150156,4147580;4147772;4147780;4147816;4147824;4147830;4148008;4148172;4148190;4148200;4148248;4148268;4148302;4148312;4148322;4148334;4150118;4150154;4150156;4151312;4151328;4151958,4147468;4147506;4147520;4147522;4147532;4147534;4147536;4147538;4147542;4147548;4147558;4147560;4147562;4147568;4147572;4147576;4147578;4147580;4147582;4147584;4147588;4147590;4147594;4147596;4147598;4147600;4147602;4147604;4147606;4147612;4147614;4147618;4147624;4147626;4147628;4147630;4147640;4147644;4147646;4147648;4147650;4147654;4147656;4147660;4147662;4147666;4147672;4147674;4147680;4147690;4147692;4147696;4147698;4147700;4147708;4147712;4147716;4147728;4147732;4147738;4147744;4147752;4147758;4147764;4147772;4147774;4147778;4147780;4147782;4147788;4147816;4147822;4147824;4147830;4147832;4147862;4147874;4147884;4147886;4147888;4147900;4147902;4147986;4147996;4148000;4148008;4148010;4148014;4148024;4148088;4148104;4148118;4148124;4148128;4148134;4148136;4148142;4148146;4148152;4148154;4148158;4148160;4148162;4148164;4148166;4148168;4148170;4148172;4148174;4148176;4148178;4148180;4148188;4148190;4148192;4148194;4148196;4148198;4148200;4148202;4148204;4148206;4148208;4148214;4148216;4148218;4148220;4148222;4148224;4148226;4148230;4148236;4148240;4148242;4148244;4148246;4148248;4148252;4148254;4148260;4148262;4148264;4148266;4148268;4148270;4148272;4148274;4148276;4148278;4148280;4148282;4148286;4148288;4148296;4148302;4148310;4148312;4148316;4148318;4148320;4148322;4148324;4148334;4148380;4148386;4148388;4148392;4148394;4148396;4148400;4148402;4148412;4148416;4148418;4148420;4148428;4148430;4148432;4148434;4148438;4148446;4148448;4148450;4148452;4148460;4148472;4148478;4148480;4148500;4148504;4149936;4149948;4149990;4150104;4150108;4150110;4150118;4150154;4150156;4151210;4151212;4151214;4151310;4151312;4151314;4151322;4151328;4151852;4151958
2130_1,9482216,9482060;9482066;9482078;9482102;9482130;9482152;9482166;9482214;9482216;9482596,9480730;9480734;9480744;9480756;9480758;9480764;9480768;9480770;9480776;9480778;9480780;9480782;9480784;9480788;9480790;9480792;9480796;9480798;9480800;9480802;9480806;9480808;9480812;9480814;9480816;9480818;9480820;9480822;9480824;9480826;9480828;9480830;9480832;9480834;9480838;9480840;9480852;9480860;9480864;9480888;9480892;9480902;9480906;9480910;9480912;9480920;9480926;9480952;9481680;9481684;9481688;9481692;9481694;9481722;9482042;9482052;9482054;9482056;9482058;9482060;9482062;9482064;9482066;9482072;9482074;9482076;9482078;9482084;9482086;9482088;9482090;9482094;9482096;9482098;9482100;9482102;9482104;9482106;9482108;9482110;9482112;9482114;9482116;9482118;9482120;9482126;9482128;9482130;9482132;9482134;9482136;9482138;9482144;9482146;9482148;9482152;9482154;9482166;9482176;9482214;9482216;9482542;9482546;9482578;9482596;9482602;9482604;9489586;9489628;24903490;24903492;24903494;24946890;24946892;24946902;24946904;24946906;24946908;24946910;24946912;24946914;24946916;24946956
2131_1,9482268,9482266;9482268;9489938,9480924;9480954;9480956;9480974;9480982;9480992;9481050;9481052;9481060;9481070;9481072;9481074;9481754;9481758;9481772;9481788;9481868;9482160;9482194;9482196;9482198;9482200;9482254;9482262;9482264;9482266;9482268;9482270;9482280;9482310;9482312;9482322;9482324;9482328;9482332;9482334;9482362;9482558;9482594;9489590;9489640;9489938
2132_1,9482588,9482028;9482588;9482590,9480608;9481652;9482004;9482018;9482028;9482532;9482538;9482586;9482588;9482590;9482592;9489610;9489964
2133_1,9484462,9484462,9481120;9481126;9481138;9481158;9481160;9481176;9481186;9481220;9481256;9481262;9481286;9481304;9481306;9481310;9481778;9481810;9482236;9482260;9482326;9482330;9482336;9482338;9482342;9482358;9482376;9482378;9484314;9484320;9484324;9484326;9484340;9484390;9484396;9484408;9484424;9484426;9484462;9485390;9485392;9485394;9485764;932040319
2134_1,9484562,9484414;9484456;9484508;9484562;9485404,9480810;9480846;9480848;9480866;9480870;9480880;9480882;9480884;9480900;9481024;9481026;9481038;9481040;9481086;9481092;9481098;9481130;9481134;9481136;9481144;9481166;9481168;9481170;9481204;9481250;9481252;9481260;9481298;9481314;9481316;9481700;9481716;9481746;9481748;9481766;9481790;9481792;9481818;9481820;9481824;9481832;9481852;9481854;9482050;9482156;9482158;9482172;9482174;9482188;9482244;9482246;9482288;9482344;9482346;9482356;9482544;9482552;9484302;9484310;9484412;9484414;9484456;9484508;9484562;9485404;9485406;9485410;9485424;9485452;9485758;9485760;9485762;9486664;9489836;24946972;932040121;932040122;932040176;932040177
2135_1,9484602,9484602,9484492;9484500;9484602;9485464
2136_1,9485398,9481760;9481770;9481798;9481816;9481850;9482082;9482092;9485398;166178340;166178341,9479154;9479156;9479158;9480698;9480876;9480890;9481076;9481112;9481142;9481148;9481162;9481172;9481174;9481264;9481600;9481606;9481608;9481614;9481640;9481662;9481664;9481672;9481696;9481742;9481752;9481760;9481764;9481770;9481784;9481786;9481798;9481800;9481804;9481806;9481816;9481830;9481846;9481850;9481866;9481886;9481990;9482030;9482032;9482038;9482040;9482044;9482068;9482070;9482080;9482082;9482092;9482182;9482184;9482190;9482192;9482514;9482540;9482580;9482582;9482584;9485398;166178340;166178341;166178342
2137_1,9485784,9481036;9481088;9481782;9481796;9482364;9482372;9482380;9482382;9482384;9482390;9482394;9482398;9482406;9482412;9482414;9482430;9482440;9482442;9482450;9482452;9482468;9482470;9482476;9482494;9482498;9482502;9485784;9489950;932040174;932040175,9481034;9481036;9481080;9481082;9481088;9481090;9481094;9481096;9481106;9481108;9481110;9481114;9481122;9481124;9481146;9481156;9481178;9481180;9481184;9481188;9481194;9481200;9481202;9481206;9481208;9481210;9481212;9481214;9481216;9481218;9481222;9481226;9481228;9481230;9481232;9481234;9481236;9481244;9481246;9481248;9481258;9481266;9481268;9481270;9481272;9481274;9481278;9481282;9481774;9481776;9481780;9481782;9481796;9481808;9481822;9481826;9481828;9481836;9481838;9481840;9481842;9481848;9482348;9482350;9482364;9482370;9482372;9482380;9482382;9482384;9482386;9482390;9482394;9482398;9482400;9482402;9482404;9482406;9482410;9482412;9482414;9482416;9482418;9482420;9482422;9482426;9482428;9482430;9482432;9482434;9482436;9482438;9482440;9482442;9482444;9482448;9482450;9482452;9482454;9482456;9482460;9482462;9482466;9482468;9482470;9482474;9482476;9482478;9482480;9482482;9482484;9482486;9482488;9482490;9482492;9482494;9482498;9482502;9482556;9482560;9482574;9482576;9482610;9482612;9484318;9484322;9484332;9484342;9484354;9484370;9484374;9484388;9485388;9485400;9485784;9485800;9485802;9485824;9486684;9489668;9489874;9489948;9489950;9489952;9489954;9489956;9489958;9489960;9489962;24946886;932040174;932040175;932040290;932040291;932040292;932040317;932040318
2138_1,9486118,9484474;9484518;9484520;9484626;9484644;9485440;9485472;9485808;9485810;9485830;9485878;9485910;9485962;9485968;9486052;9486070;9486092;9486098;9486100;9486104;9486112;9486116;9486118;9486120;9486128;9486140;9486142;9486154;9486156;9486162;9486172;9486180;9486188;9489892,9484444;9484466;9484474;9484518;9484520;9484560;9484568;9484588;9484590;9484592;9484612;9484614;9484616;9484626;9484628;9484634;9484644;9484662;9484718;9484728;9484734;9484736;9484742;9484744;9484756;9484766;9484774;9484778;9484782;9484784;9484786;9484788;9484790;9484794;9484796;9484798;9484800;9484804;9484808;9484824;9484834;9484836;9484840;9485426;9485440;9485450;9485456;9485472;9485480;9485494;9485506;9485512;9485516;9485526;9485530;9485532;9485534;9485540;9485542;9485550;9485552;9485556;9485564;9485774;9485808;9485810;9485812;9485814;9485816;9485818;9485830;9485832;9485834;9485842;9485846;9485852;9485858;9485876;9485878;9485910;9485912;9485962;9485966;9485968;9486026;9486044;9486048;9486052;9486054;9486066;9486068;9486070;9486078;9486082;9486092;9486094;9486096;9486098;9486100;9486104;9486106;9486108;9486110;9486112;9486116;9486118;9486120;9486122;9486128;9486136;9486140;9486142;9486144;9486152;9486154;9486156;9486160;9486162;9486172;9486180;9486188;9486562;9486564;9486566;9489844;9489878;9489880;9489884;9489892;9489894;9489896;9489898
2139_1,9486302,9483570;9483574;9483576;9483582;9483584;9483594;9483598;9483600;9485522;9485820;9485856;9485880;9485894;9485956;9485982;9486020;9486040;9486090;9486130;9486132;9486164;9486178;9486184;9486200;9486202;9486286;9486296;9486302,9479160;9479162;9479388;9483222;9483224;9483226;9483228;9483230;9483232;9483234;9483236;9483242;9483244;9483246;9483248;9483250;9483252;9483254;9483256;9483258;9483260;9483262;9483264;9483266;9483396;9483398;9483400;9483402;9483404;9483406;9483408;9483410;9483412;9483414;9483416;9483418;9483420;9483422;9483424;9483426;9483428;9483430;9483432;9483434;9483436;9483438;9483440;9483442;9483444;9483446;9483448;9483450;9483452;9483454;9483456;9483458;9483460;9483462;9483464;9483466;9483534;9483552;9483554;9483556;9483558;9483560;9483562;9483564;9483566;9483568;9483570;9483572;9483574;9483576;9483578;9483580;9483582;9483584;9483586;9483588;9483590;9483592;9483594;9483596;9483598;9483600;9483668;9483722;9483724;9483726;9484596;9484600;9484730;9484770;9484810;9484812;9484814;9484816;9484818;9484820;9484822;9484828;9484842;9484846;9484860;9484862;9484864;9484870;9484968;9484974;9485454;9485474;9485478;9485492;9485522;9485538;9485546;9485554;9485558;9485560;9485566;9485572;9485576;9485582;9485584;9485586;9485590;9485604;9485638;9485736;9485820;9485822;9485854;9485856;9485880;9485882;9485890;9485892;9485894;9485956;9485958;9485960;9485976;9485980;9485982;9486014;9486016;9486018;9486020;9486032;9486040;9486042;9486058;9486088;9486090;9486124;9486130;9486132;9486138;9486158;9486164;9486166;9486174;9486176;9486178;9486182;9486184;9486200;9486202;9486286;9486288;9486296;9486298;9486300;9486302;9486552;9489900;9489918;9489920;9489922;9489924;24946924;24946926;24946928;24946930
214_1,4150228,4149968;4149970;4149988;4150004;4150018;4150034;4150144;4150198;4150228,4147684;4147796;4147798;4147814;4147818;4147826;4147854;4147856;4147858;4147872;4147896;4148184;4148290;4148292;4148294;4148426;4148440;4149934;4149968;4149970;4149972;4149974;4149976;4149978;4149988;4149996;4149998;4150000;4150004;4150006;4150018;4150022;4150034;4150036;4150142;4150144;4150198;4150202;4150204;4150228;4150250;4151842;4151844;4151846;4151856
2140_1,9486502,9483604;9486322;9486350;9486356;9486386;9486390;9486436;9486460;9486466;9486470;9486474;9486494;9486496;9486502,9483604;9485008;9485014;9485030;9485042;9485116;9485134;9485146;9485148;9485156;9485158;9485170;9485172;9485176;9485182;9485214;9485658;9485680;9485686;9485688;9485718;9486322;9486324;9486350;9486352;9486356;9486358;9486374;9486386;9486390;9486392;9486426;9486430;9486434;9486436;9486438;9486440;9486442;9486444;9486448;9486450;9486452;9486454;9486456;9486458;9486460;9486462;9486464;9486466;9486468;9486470;9486472;9486474;9486492;9486494;9486496;9486500;9486502;9489914
215_1,4150230,4149956;4149960;4149966;4150008;4150030;4150068;4150074;4150086;4150096;4150162;4150168;4150174;4150214;4150230,4148026;4149954;4149956;4149958;4149960;4149964;4149966;4149982;4149992;4150008;4150024;4150026;4150030;4150032;4150058;4150060;4150066;4150068;4150070;4150074;4150076;4150078;4150084;4150086;4150088;4150090;4150094;4150096;4150098;4150114;4150116;4150120;4150124;4150126;4150128;4150130;4150132;4150134;4150136;4150140;4150148;4150150;4150162;4150166;4150168;4150174;4150176;4150214;4150230;4151840
216_1,4150304,4150292;4150298;4150304,4150290;4150292;4150294;4150296;4150298;4150300;4150304
217_1,4151032,4150780;4150826;4150844;4150886;4150922;4150926;4150928;4150946;4150950;4150982;4150988;4151008;4151020;4151032;4151260;4151284;4151292;4151294;4151620,4150780;4150818;4150824;4150826;4150834;4150842;4150844;4150846;4150884;4150886;4150890;4150892;4150894;4150916;4150918;4150920;4150922;4150924;4150926;4150928;4150930;4150932;4150934;4150936;4150946;4150950;4150952;4150964;4150978;4150980;4150982;4150986;4150988;4150990;4150992;4151002;4151004;4151006;4151008;4151016;4151018;4151020;4151022;4151024;4151032;4151034;4151250;4151260;4151262;4151264;4151266;4151268;4151270;4151272;4151274;4151284;4151288;4151290;4151292;4151294;4151296;4151620;4151662;4151664;4151666;4151690;4151704;4151720;4151722;4151742;4151744;4151746;4151908;4151916
218_1,4151208,4147670;4147676;4147718;4147746;4147754;4147790;4147880;4147898;4148012;4148022;4148148;4148304;4151208;24944512,4147632;4147638;4147642;4147652;4147658;4147670;4147676;4147678;4147706;4147710;4147714;4147718;4147720;4147746;4147748;4147750;4147754;4147756;4147760;4147762;4147766;4147790;4147792;4147794;4147802;4147804;4147812;4147850;4147880;4147882;4147890;4147898;4148002;4148012;4148022;4148130;4148132;4148138;4148140;4148144;4148148;4148150;4148182;4148186;4148238;4148256;4148298;4148300;4148304;4148414;4148422;4148424;4148436;4148442;4148474;4151208;24944510;24944512
219_1,4151216,4150236;4151216,4150236;4150238;4151216
22_1,1750487,1750487;1750489;1750495,1750487;1750489;1750491;1750495;1750505;1750511;1750517;1750529;1750533;1750651;1750653;1750655;1750657;1750699;1750715
220_1,4151302,4151044;4151050;4151056;4151066;4151072;4151076;4151094;4151098;4151100;4151118;4151126;4151302,4151030;4151038;4151044;4151046;4151048;4151050;4151052;4151056;4151060;4151062;4151064;4151066;4151068;4151070;4151072;4151074;4151076;4151084;4151094;4151098;4151100;4151102;4151110;4151112;4151118;4151122;4151126;4151128;4151302;4151758;4151928;4151944
221_1,4151446,4150232;4150268;4150280;4150356;4151446,4150014;4150158;4150232;4150234;4150268;4150280;4150282;4150356;4151344;4151446;4151862
222_1,4151468,2619258;2619260;4151368;4151378;4151388;4151392;4151394;4151400;4151412;4151426;4151438;4151450;4151454;4151462;4151464;4151468;4151470;4151472,2619258;2619260;4147664;4147668;4147688;4147702;4147704;4147722;4147724;4147726;4147730;4147734;4147736;4147768;4147770;4147776;4147786;4147806;4147810;4147820;4147828;4147834;4147836;4147838;4147840;4147842;4147844;4147846;4147848;4147852;4147860;4147864;4147866;4147868;4147870;4147876;4147878;4147904;4147906;4147908;4147992;4147994;4148020;4148210;4148212;4148232;4148250;4148258;4148284;4148306;4148308;4148314;4148326;4148328;4148330;4148332;4148336;4148338;4148340;4148342;4148344;4148444;4148454;4148456;4148458;4148462;4148464;4148466;4148468;4148470;4148476;4148482;4148484;4148486;4148488;4148490;4148492;4148502;4149938;4149942;4149944;4149946;4149950;4149952;4149962;4149980;4149984;4149986;4150002;4150010;4150012;4150016;4150020;4150028;4150038;4150040;4150042;4150044;4150046;4150048;4150050;4150052;4150054;4150056;4150062;4150064;4150072;4150080;4150082;4150100;4150102;4150112;4150122;4150138;4150146;4150164;4150172;4150188;4150192;4150194;4150196;4150212;4150216;4150218;4150226;4150244;4150246;4150248;4150254;4150256;4150258;4150260;4150262;4150266;4150270;4150272;4150278;4150288;4150302;4150312;4150318;4150328;4150330;4150334;4150338;4150350;4150352;4150354;4150360;4150362;4150364;4150366;4150372;4150374;4150378;4150380;4150386;4150388;4150390;4150398;4150400;4150402;4150408;4150410;4150414;4150416;4150422;4150428;4150430;4150436;4150438;4150456;4150460;4150464;4150466;4150470;4150476;4150478;4150480;4150482;4150484;4150494;4150498;4150508;4150510;4150512;4150518;4150526;4150530;4150538;4150546;4150576;4150580;4150590;4150604;4150606;4150616;4150618;4150630;4150648;4150718;4150720;4150726;4150728;4150738;4150740;4150760;4151236;4151332;4151334;4151336;4151340;4151348;4151350;4151358;4151362;4151364;4151368;4151370;4151372;4151374;4151376;4151378;4151380;4151382;4151384;4151386;4151388;4151390;4151392;4151394;4151396;4151400;4151402;4151404;4151408;4151410;4151412;4151414;4151416;4151420;4151424;4151426;4151438;4151440;4151442;4151448;4151450;4151454;4151458;4151460;4151462;4151464;4151468;4151470;4151472;4151474;4151476;4151478;4151480;4151504;4151510;4151512;4151514;4151526;4151550;4151552;4151558;4151560;4151570;4151642;4151850;4151858;4151866;4151870;4151872;4151876;4151880;4151884;4151888;4151904;4151952;4152650;4152652;4152654;4152656;4152658;4152660;4152662;4152664;4152666;4152668;4152670;4152672;4152674;4152676;4152678;4152680;4152682;4152684;4152686;4152688;4152690;4152692;4152694;4152696;4152698;4152700;4152702;4152704;4152706;4152708;4152710;4152712;4152714;4152716;4152718;4152722;4152724;4152726;4152728;4152730;4152732;4152734;4152736;4152738;4152740;4152742;4152744;4153470;4153472;4153474;4153476;4153544;4153546;4153548;4153550;4153552;4153554;4153740;4153742;4153744;4153746;4153822;4158206;4158262;24870617;24870621;24870625;24870627;24870629;24870631;24870633
223_1,4151516,4150308;4150344;4150346;4150392;4150404;4150418;4150424;4150432;4150440;4150448;4150452;4150468;4150472;4150492;4150500;4150516;4150522;4150528;4150532;4150536;4150542;4150548;4150554;4150558;4150562;4150566;4150588;4150594;4151516,4150180;4150252;4150264;4150286;4150308;4150310;4150314;4150316;4150320;4150326;4150340;4150342;4150344;4150346;4150348;4150358;4150368;4150370;4150384;4150392;4150394;4150396;4150404;4150406;4150412;4150418;4150424;4150426;4150432;4150434;4150440;4150442;4150444;4150446;4150448;4150450;4150452;4150454;4150462;4150468;4150472;4150474;4150490;4150492;4150496;4150500;4150502;4150506;4150516;4150520;4150522;4150524;4150528;4150532;4150534;4150536;4150542;4150548;4150550;4150552;4150554;4150556;4150558;4150560;4150562;4150564;4150566;4150568;4150570;4150582;4150588;4150594;4151218;4151338;4151360;4151366;4151398;4151406;4151432;4151436;4151456;4151466;4151482;4151484;4151486;4151516;4151860;4151864;4151868;4151874;4151878;24870581;24870583;24870587;932040213;932040214
224_1,4151524,4151422;4151428;4151444;4151490;4151498;4151506;4151524;932040303;932040304,4149994;4150092;4150106;4150152;4150160;4150178;4150182;4150184;4150186;4150190;4150200;4150206;4150208;4150210;4150220;4150222;4150224;4150240;4150242;4150274;4150276;4150306;4150322;4150324;4150332;4150336;4150382;4150420;4150458;4150488;4150514;4150540;4150544;4150572;4150592;4151220;4151316;4151318;4151320;4151324;4151326;4151330;4151342;4151346;4151352;4151354;4151356;4151418;4151422;4151428;4151430;4151444;4151452;4151488;4151490;4151492;4151496;4151498;4151500;4151506;4151508;4151524;4151848;4151854;932040298;932040301;932040302;932040303;932040304
225_1,4151628,4151536;4151540;4151554;4151568;4151576;4151584;4151590;4151594;4151598;4151614;4151628,4150584;4150596;4150598;4150608;4150610;4150612;4150622;4150624;4150634;4150636;4150638;4150640;4150642;4150646;4150650;4150652;4150654;4150656;4150658;4150660;4150662;4150674;4150676;4150678;4150682;4150690;4150692;4150700;4150702;4150712;4150716;4150722;4150724;4150730;4150736;4150746;4150748;4150758;4150762;4150766;4150782;4150796;4151226;4151228;4151230;4151232;4151234;4151240;4151242;4151246;4151248;4151252;4151528;4151530;4151532;4151534;4151536;4151538;4151540;4151542;4151546;4151548;4151554;4151556;4151564;4151566;4151568;4151572;4151574;4151576;4151578;4151580;4151582;4151584;4151586;4151588;4151590;4151592;4151594;4151596;4151598;4151600;4151602;4151604;4151606;4151608;4151610;4151612;4151614;4151616;4151618;4151622;4151624;4151626;4151628;4151882;4151886;4151892;4151894;932040297
226_1,4151820,4151818;4151820,4151818;4151820
